plot,Tree number,Species,X coord,Y coord,T1_DBH,Tree CX code,Leaf Cx,Leaf Density,Stem,Insects,Meristem,T2_DBH,Tree height,,,
141,944,ABCO,47.9,34.5,35,,,,,,,40.3,24.32,,,
141,945,ABCO,49.6,5.6,24.1,,,,,,,28.7,20.84,,,
141,946,ABCO,49.6,4.2,26.6,,,,,,,33.5,23.55,,,
141,950,ABCO,41.8,0.8,29.2,,,,,,,38.7,24.16,,,
141,953,ABCO,35.2,9,20.5,,,,,,,25.9,20.06,,,
141,954,ABCO,41.8,14,27.5,,,,,,,27.9,14.75,,,
141,954,,,,,,,,,,,27.8,17.37,,,
141,955,ABCO,34.7,12.2,27.2,,,,,,,32.3,22.14,,,
141,956,ABCO,29.5,12.5,25.5,,,,,,,29.9,24.15,,,
141,957,ABCO,27.7,14.3,21.2,DSF,,,,,,22.1,18.82,,,
141,962,PIPO,17,4.9,37.5,,,,,,,49,30.13,,,
141,963,PIPO,20.7,12.4,56.4,,,,,,,55.7,30.58,,,
141,964,PIPO,21.5,0.1,65.3,,,,,,,65.5,38.09,,,
141,967,ABCO,18.2,14.9,22.5,,,,,,,27.8,19.8,,,
141,968,PIPO,13.9,41.1,72.8,,,,,,,74,40.14,,,
141,969,PIPO,18.3,43.2,86.4,,,,,,,88.3,28.59,,,
141,972,PIPO,35,36.6,79.3,,,,,,,79.9,30.82,,,
141,973,PIPO,48.4,42.6,57.8,,,,,,,61.1,32.23,,,
141,974,PIPO,45,48.4,76.3,,,,,,,76.9,32.79,,,
141,5649,ABCO,39.9,24.5,21.6,LF,1.5,1.5,1,2,2,22.2,17.32,,,
143,1984,,,,,LG,2,1.5,2,2,2,42.5,21.48,,,
143,1986,,,,,LP,2,1,1,2,0,18.4,9,,,
143,2000,,,,,LF,2,1,1,2,2,31.5,21.38,,,
143,2558,PIPO,25.8,37,52.1,LE,2,2,2,2,2,53.8,20.4,,,
143,2560,PIPO,30,35.3,25.4,LF,2,1,1,2,2,26.4,20.05,,,
143,2561,PIPO,35.3,36.4,46,LF,2,0.5,2,2,1.5,46.5,20.05,,,
143,2562,PIPO,15.1,8.6,41.5,LE,1.5,2,2,1,2,46.9,14.78,,,
143,2563,PIPO,24.2,7.3,61,LE,2,2,2,2,2,63.4,27.75,,,
143,2567,PIPO,27.3,19.9,36.8,LF,2,1.5,1,2,2,35.7,20.49,,,
143,2572,PIPO,15.3,39.6,49.7,LF,2,1,1,2,2,49.9,23.21,,,
145,1933,PIPO,30.6,35.4,64.9,LF,1,1,2,2,2,64.1,24.79,,,
145,1934,PIPO,35,41,44.7,LF,2,1,1.5,2,1,45.3,21.95,,,
145,1935,PIPO,39,48.6,25.6,LF,2,1.5,2,2,2,27.3,15.81,,,
145,1940,PIPO,19.6,1.7,21.3,LP,1,1,1,2,0,21.5,10.48,,,
145,1941,PIPO,18.4,0.5,44.2,LG,2,2,2,1.5,2,45.3,22.02,,,
145,1942,PIPO,11.1,13.8,38.2,LG,2,1.5,2,2,2,39.1,17.18,,,
145,1946,PIPO,22,12.6,30.9,LG,1.5,1.5,1.5,2,2,32.5,18.89,,,
145,1947,PIPO,21.6,11.5,37,LG,2,1,2,2,2,38.1,17.85,,,
145,1948,PIPO,49.8,5.8,33.5,LG,2,1.5,2,2,2,36.3,17.14,,,
145,1950,PIPO,32.6,12.5,46.4,LE,2,2,2,2,2,51.4,17.29,,,
145,1954,PIPO,24.2,9.8,46.5,DSF,2,2,2,2,2,47.4,20.54,,,
145,1956,PIPO,27.9,11.1,30,LF,2,1,1,2,2,30.9,18.31,,,
145,1966,PIPO,39.4,9.2,26,LF,2,2,1,2,1,29,10.78,,,
145,1967,PIPO,37.6,11.1,54.1,LG,2,1.5,2,2,2,55.2,22.16,,,
145,1968,PIPO,36,13.4,27.7,LG,2,2,1,2,2,28.1,23.01,,,
145,1969,PIPO,37,15.9,45,LG,2,1.5,2,2,2,46.3,26.31,,,
145,1970,PIPO,35.1,16.6,40.6,LG,2,2,1,2,2,42.5,24.59,,,
145,1971,PIPO,43.8,18.3,25.5,LF,1,1,1,2,2,26.1,14.54,,,
145,1972,PIPO,45.5,13.9,27.3,LG,2,2,1,2,2,30.5,15.84,,,
145,1974,PIPO,9.9,6.5,16.7,LF,2,1,1,2,1,16.1,12.11,,,
145,1975,PIPO,9.7,3.1,30.2,LF,1.5,1,1,2,2,31.3,18.43,,,
145,1976,PIPO,7.8,4.5,24.9,LG,2,2,1,2,1.5,26.4,15.43,,,
145,1977,PIPO,8.5,3,37,LE,2,2,2,2,2,39.2,19.94,,,
145,1979,PIPO,4.1,6.5,36.9,LF,1.5,1,1,1.5,2,38.7,18.81,,,
145,1980,PIFL,3,5.6,8.2,LF,1,1,1.5,2,2,10.1,6.13,,,
145,1981,PIPO,2.3,3,36.1,LF,1.5,1,1,2,2,36.6,17.48,,,
145,1982,PIFL,1.1,7.5,5.2,LE,2,2,2,2,2,7.3,4.74,,,
145,1983,PIFL,3,5.6,6,LF,1,1,1,2,2,6.8,5.79,,,
145,1988,PIPO,9,40.1,25,LG,2,2,1.5,2,2,26.7,12.77,,,
145,1991,PIPO,5,14.8,35.5,LF,2,1,1,2,2,35.8,18.17,,,
145,1992,PIPO,5.5,14.8,43,DFI,1.5,1,2,1.5,2,45.5,21.13,,,
145,1993,PIPO,7.5,14.8,29.4,LF,2,1,1,2,2,31.2,20.78,,,
145,1994,PIPO,18.5,11.3,40.1,LE,2,2,2,2,2,42,16.64,,,
145,1995,PIPO,18,14.3,28,LF,1.5,1,1,2,1,29.1,11.34,,,
145,1996,PIPO,47.1,17,39.5,LE,2,2,2,2,2,41,20.5,,,
147,1280,,,,,DSI,1,0.5,1,1,0,28,0.25,,,
147,1994,,,,,LG,2,1.5,2,2,2,42,0,,,
149,501,PIPO,6,4.1,44.5,LF,2,1,1,2,1,46.3,20.57,,,
149,502,PIPO,10.7,7.5,37.5,LP,2,1,1,2,1,38.2,20.64,,,
149,503,PIPO,34.3,3.5,52.9,LG,1,1,2,2,2,54.3,20.22,,,
149,504,PIPO,45.4,4.7,83.8,DSF,,,,,,,0,,,
149,505,PIPO,47.8,13.6,53.4,LE,2,2,2,2,2,55.6,17.9,,,
149,506,PIPO,41.3,20,50,LG,2,1,2,2,2,50,19.47,,,
149,507,PIPO,45.8,23,47.2,LG,1,2,2,2,2,48.2,22.11,,,
149,509,PIPO,40.9,26.9,38.1,LF,1,1,1,2,2,38.8,20.88,,,
149,510,PIPO,41.8,28.1,48.5,LG,2,2,1,2,2,50.3,23.45,,,
149,511,PIPO,40.9,29.4,50.3,LG,2,2,1,2,2,52,17.84,,,
149,512,PIPO,38.5,29.5,44.9,DSF,,,,,,,0,,,
149,513,PIPO,44.9,36.8,43.8,LE,2,2,2,2,2,47.2,19.77,,,
149,518,PIPO,5.8,29.2,46.4,LF,2,1,1,2,2,47.8,23.09,,,
149,519,PIPO,3.1,23.1,57.9,LF,1,2,1,2,2,58.9,25.72,,,
149,520,PIPO,3.7,20.4,53.5,DSF,,,,,,,0,,,
149,524,PIPO,22,23,28,LG,1,2,2,1,2,33.9,15.76,,,
151,259,PIPO,24.5,10.6,55.2,LE,2,2,1.5,2,2,61.3,33.2,,,
151,2101,PIPO,2.6,4.5,53.6,LE,2,2,2,2,2,55.7,34,,,
151,2102,PIPO,9.5,8.8,46.7,LF,2,1,1,2,2,48.1,29.34,,,
151,2103,PIPO,8.4,4.1,51.1,LE,2,2,2,2,2,53.1,36.39,,,
151,2105,PIPO,10.9,7.7,43.9,LG,1.5,2,2,1.5,2,45,27.27,,,
151,2106,PIPO,11.9,8.5,28.7,LF,1,1.5,2,2,0,30,13.1,,,
151,2107,PIPO,13.5,10.1,51.1,LG,1.5,2,2,2,2,53.1,31.52,,,
151,2109,PIPO,46.3,16.4,76.7,LE,2,2,1,2,2,67.9,28.25,,,
151,2110,PIPO,41.6,13.9,76.1,LG,2,2,1.5,2,0,76.3,21.74,,,
151,2111,PIPO,48.9,7.1,72.9,LF,1,1,1,2,1.5,72.6,40.41,,,
151,2112,PIPO,31.6,2.9,83.7,DSI,,,,,,,0,,,
151,2113,PIPO,1,4.3,25.8,LP,2,1,1,2,1,26,14.93,,,
151,2114,PIPO,2.2,8.3,35.8,LF,2,1,1,2,2,37.1,26.88,,,
151,2116,PIPO,3.4,9.4,20.5,LF,1,1,1,2,2,22.7,13.71,,,
151,2117,PIPO,5.3,9,37.5,LF,1,1,1,2,2,39.2,22.06,,,
151,2119,PIPO,9.5,3.1,67.4,LF,1,1,2,2,2,67,28.66,,,
151,2574,ABCO,11,44.3,24.4,LE,2,2,1,2,2,34,12.68,,,
151,2575,PIPO,5.7,49.3,40.1,DSF,,,,,,,0,,,
151,2576,PIPO,14.9,49,42.5,LF,1,1.5,2,1.5,2,43.1,21.52,,,
151,2577,PIPO,16.7,44.3,61.5,LG,2,1.5,2,2,2,63.3,30.01,,,
151,2579,PIPO,46.1,48.2,53.5,LE,2,2,2,2,2,56.4,28.43,,,
151,2580,PIPO,41.9,42.8,29.9,LF,2,2,1,2,1,30.9,17.13,,,
151,2581,PIPO,42,45.3,36.6,LG,1.5,2,2,1.5,1.5,38.3,25.66,,,
151,2584,PIPO,31.4,18.4,64,LE,2,2,1.5,2,2,65.5,29.02,,,
151,2587,PIPO,41.7,1.8,25,LG,2,2,1,2,2,30.7,23.9,,,
151,2591,PIPO,28.4,0.4,50,LP,1,1,1,2,1,50,32.16,,,
151,2593,PIPO,25.6,4.6,70.8,LE,2,2,2,2,2,72,34.43,,,
151,2594,PIPO,25.9,2.8,75.4,LE,2,2,2,2,2,75.8,39.57,,,
151,2595,,,,,LG,2,1,1,2,2,55.7,34.95,,,
151,2596,PIPO,24.9,10.8,59.7,LE,2,2,1.5,2,2,61.5,31.02,,,
151,2597,PIPO,17.9,10.3,52.1,LE,2,1.5,1,2,2,53,37.74,,,
151,2599,PIPO,2,2.1,29,LG,2,2,1,2,2,30,28.03,,,
151,2600,PIPO,3.8,0.5,33.9,LF,2,2,2,2,0,35.7,20.98,,,
151,Wqqi,,,,,LE,2,2,2,2,2,56.9,37.32,,,
155,1956,,,,,LF,2,1,1,2,1,30.9,0,,,
156,533,PIPO,2.9,6,61.3,LG,1.5,2,1.5,0,2,61.6,29.86,,,
156,538,PIPO,31.6,8.9,61.6,LG,2,2,1.5,2,2,62.3,30.39,,,
156,540,PIPO,38,1.4,65,LG,1.5,2,1.5,2,2,66.3,26.71,,,
156,541,PIPO,43,10.4,63.1,LP,1.5,2,1,2,2,63.3,21.76,,,
156,545,PIPO,39.2,26.2,82.3,LE,2,2,2,2,2,83,31.9,,,
156,546,PIPO,39.3,23.8,65.8,LF,1.5,1.5,1.5,2,2,66.4,30.85,,,
156,547,PIPO,36.8,25.3,64.3,LG,2,1.5,1,2,2,65.5,42.82,,,
156,549,,,,,LF,1.5,2,1,2,2,43.2,19.34,,,
156,549,PIPO,48,31.4,39,LP,1,1,1,2,0,40,14.12,,,
156,550,PIPO,47.4,32.6,59.9,LF,1,1.5,2,2,2,60.2,25.92,,,
156,551,PIPO,38.3,34.3,39.9,LE,2,2,2,2,2,42.4,22.94,,,
156,554,PIPO,28.3,23.6,39.5,LG,2,1.5,2,2,2,41.2,26.85,,,
156,558,,,,,DSI,,,,,,,0,,,
156,559,PIPO,20.3,33.4,37.2,LG,1,1.5,2,2,2,39.1,22.02,,,
156,561,PIPO,17.5,26.1,34.8,LG,1.5,2,2,2,2,37.9,21.77,,,
156,562,ABCO,15.1,27.1,48,LE,2,2,2,2,2,50.8,20.18,,,
156,565,ABCO,11.3,45.2,30.9,LE,2,2,2,2,2,36.2,16.91,,,
156,566,PIPO,34.4,35.2,30.1,LF,1.5,1.5,1,2,2,33.3,21.01,,,
156,567,PSME,40,47.2,33.5,LE,2,2,2,2,2,37.1,11.57,,,
156,569,PIPO,35.7,36.4,34.7,LP,1,1,1,2,2,37.3,20.13,,,
156,570,PIPO,49.8,20.5,27.7,LF,1,1,1,2,2,31.9,17.78,,,
156,571,PIPO,37.6,33.8,28,LP,2,1,1,2,0,28.6,11.61,,,
156,572,PIPO,30.6,27.9,27.9,LE,2,2,2,2,2,33.5,16.95,,,
156,573,ABCO,6.8,23.1,28.2,LE,2,2,2,2,2,33.8,15.66,,,
156,574,PIPO,2.1,24.8,26.2,LG,2,2,1,2,1,29.2,23.82,,,
156,575,PIPO,25.9,24.6,11.4,LF,2,1.5,1.5,2,2,14.3,10.7,,,
156,576,PIPO,27.8,24.2,12.6,,2,1,1.5,2,2,15.1,11.01,,,
156,577,PIPO,27.6,27.7,10.3,LF,2,1,1,2,2,12.1,10.51,,,
156,578,PIFL,27.6,28.2,11.4,LF,1,1,1,2,2,14.6,11.21,,,
156,579,ABCO,29.8,27.4,6.7,LE,2,2,2,2,2,9.3,4.73,,,
156,580,PIPO,30.8,28,14.7,LG,2,2,1.5,2,2,17,10.34,,,
156,581,PIPO,34.6,28,17.8,LF,1,1.5,1.5,2,2,19.4,13.2,,,
156,582,PIPO,34.9,28,5.1,LF,1.5,1,1,2,2,6.1,5.3,,,
156,583,PIPO,34.5,27.8,5.8,LP,1,1,1,2,1,5.3,7.35,,,
156,584,PIPO,34.6,27.4,4.9,LP,2,1,1,2,0.5,5.5,3.24,,,
156,801,ABCO,10.5,40.2,24.5,LE,2,2,2,2,2,26,13.18,,,
156,802,PIPO,0.9,26.6,32.8,LG,2,1.5,1.5,2,2,34,21.04,,,
156,803,PIPO,2.1,28.6,41.5,LG,2,2,1,2,1,42.2,21.43,,,
156,2582,,,,,LG,2,1.5,1.5,2,2,31.9,24.02,,,
156,5594,PIPO,-0.6,-2.8,63.5,LE,2,2,2,2,2,63.5,40.8,,,
158,653,PIPO,0.8,1.2,10.5,LF,2,1,1,2,2,12,6.15,,,
158,654,PIPO,2,3.9,6.9,LP,1.5,2,1,0.5,2,7.8,3.12,,,
158,655,PIPO,3.5,2.6,17.3,LF,2,1,1.5,1,2,18,10.4,,,
158,656,PIPO,3.5,4.3,11.7,LP,2,2,1.5,1,2,12.3,8.24,,,
158,657,PIPO,6,1,6.7,LP,1,1,1,0.5,2,7,3.89,,,
158,658,PIPO,8.4,4.6,16.6,LF,2,1,2,1,2,17.9,8.51,,,
158,659,PIPO,10,2.6,11.5,LF,2,1.5,1,1,1.5,12.2,5.15,,,
158,660,PIPO,10,2.7,11.2,LF,2,1.5,1,1,1.5,11.5,5.04,,,
158,661,PIPO,6.9,3.9,3.3,LP,2,0.5,1,0,2,4.2,0.25,,,
158,663,PIPO,8.6,4,4.9,,2,1,1.5,0.5,2,5.5,0.38,,,
158,667,PIPO,0.4,7.5,16.2,LF,1,1,1,1.5,2,17.2,9.56,,,
158,669,PIPO,4.1,8.2,7.8,,1.5,1.5,1,1.5,2,7.1,0.43,,,
158,672,PIPO,4.5,5.6,12.2,LF,2,1.5,1.5,1,2,12.8,6.85,,,
158,673,PIPO,5.9,7.8,9.5,LF,1,1,1,1,0.5,10.2,0.93,,,
158,674,PIPO,6.2,8.8,14.3,LF,2,1,1,1,1.5,16.5,10.08,,,
158,675,PIPO,4.9,8.5,13.3,LF,2,0.5,1,1,2,14.7,10.02,,,
158,676,PIPO,3,9,4.8,LP,1,1,1,1,1,4.8,7.33,,,
158,683,PIPO,28.1,9.6,37.8,DSF,,,,,,36.8,0,,,
158,684,PIPO,13.5,7.6,58.5,LF,2,1,1,2,2,58,20.16,,,
158,685,PIPO,12.5,9.5,64.9,LP,2,0.5,2,0,1,64.7,19.68,,,
158,687,PIFL,10.9,2.1,19.9,LG,1.5,2,2,2,2,21.6,11.9,,,
158,688,PIPO,25.5,7.4,36.5,LF,1.5,2,2,1,2,37.9,19.86,,,
158,689,PIPO,26.7,36,49.5,LF,2,1,2,1,2,49.2,23.51,,,
158,690,PIPO,40.1,19.5,51.6,LG,2,2,1.5,2,1.5,52.2,16.03,,,
158,691,PIPO,36.7,2.7,64.6,LG,2,2,1,2,1,72,6.57,,,
158,696,PIPO,40.2,5.6,48.8,LG,2,1.5,2,2,2,48.9,17.88,,,
158,697,PIPO,20.6,42.2,66.1,LG,2,1,2,2,2,65.3,28.7,,,
158,699,PIPO,9.9,47.5,47.1,LE,2,2,2,2,2,48,21.94,,,
158,704,PSME,45.8,8.6,53.5,LF,2,1,1,2,1,52.8,15.75,,,
158,705,PIPO,44.7,9.6,35,LF,2,1.5,2,2,2,36.1,15.59,,,
158,708,PIPO,33.3,11.9,47.3,LE,2,2,2,2,2,46.6,18.36,,,
158,709,PIPO,32.5,3.4,35.1,LE,2,2,1.5,2,2,35.9,12.19,,,
158,710,PIPO,21.6,0.6,26.5,LF,1.5,1,2,2,1,26.2,6.72,,,
158,711,PIPO,22.8,6.8,31.2,LF,2,1,2,2,2,32.4,12.5,,,
162,1755,PIPO,44.6,46.5,32.2,LP,1.5,1,1,2,1.5,32.4,26.79,,,
162,1758,PIPO,45,46.7,26.4,LP,2,1,1,2,1,26.7,14.39,,,
162,1759,PIPO,5.5,5.3,11.3,LG,2,1.5,1.5,2,2,14.9,8.88,,,
162,1760,PIPO,7.8,2.5,29.3,LG,1.5,2,1,2,2,32,17.65,,,
162,1761,PIPO,8.8,6.3,28.7,LG,1.5,1.5,2,2,2,31.3,19.4,,,
162,1762,PIPO,9.1,6.3,30.4,LG,2,1,1.5,2,2,31.6,19.67,,,
162,1763,PIPO,4.4,0.3,22.9,LG,1.5,2,2,2,2,25.4,15.55,,,
162,1764,PIPO,8.6,9.8,31.3,LG,1,1.5,1.5,2,2,32.8,18.75,,,
162,1765,PIPO,8.8,9.7,9.9,LP,2,1,1,2,1,10.4,8.8,,,
162,1766,PIPO,8.3,9.5,7.9,LP,2,1,1,2,1,8.1,4.57,,,
162,1767,PIPO,8.1,9.8,5.6,LP,2,0.5,0,2,0,4.5,2.44,,,
162,1769,PIPO,44.7,40.1,34.8,LF,2,1,1.5,2,1,35.3,23.54,,,
162,1770,PIPO,6.9,17,42.6,LE,2,2,2,2,2,43.8,21.13,,,
162,1771,PIPO,45.9,40.2,26.8,LF,2,1.5,1.5,2,1.5,27.7,13.58,,,
162,1773,PIPO,45,36.7,41.5,LG,2,1.5,2,2,2,42.5,22.42,,,
162,1774,PIPO,47.6,43.7,57,LE,2,2,2,2,2,58.5,26.89,,,
162,1777,PIPO,46.6,35,28.8,LP,1.5,1,1,2,1,29.6,14.9,,,
162,1778,PIPO,6.5,17,43.9,LG,2,2,1,2,2,43.9,22.37,,,
162,1787,PIPO,9.8,5.3,32.1,LF,2,1.5,1,2,2,34.7,20.63,,,
162,1788,PIPO,14.5,11.5,27.6,LF,2,1,1,2,2,30.3,18.12,,,
162,1789,PIPO,14.8,8.3,31.7,LF,1.5,1,2,2,2,33.6,19.56,,,
162,1790,PIPO,20.9,2.1,33.1,,1.5,1,1,2,1,33.7,20.91,,,
162,1797,PIPO,38.9,4.3,47.1,LG,1.5,1,2,2,2,49.2,26.25,,,
162,1799,PIPO,0.9,16.3,45.8,LF,2,1,1.5,2,2,47.4,25.26,,,
162,2664,PIPO,43.2,36.3,30.5,LF,2,1,1,2,2,30.9,22.88,,,
162,2666,PIPO,49,8,34.4,LF,2,1,0.5,2,2,32.7,17.32,,,
162,2667,PIPO,39,38.5,27.5,LP,2,0.5,0.5,2,0,27.8,12.86,,,
162,2668,PIPO,45.5,7.4,40.8,LF,1.5,1.5,1.5,2,2,42.7,24.18,,,
162,2669,,,,,LG,2,1,1,2,2,53.3,22.33,,,
162,2672,PIPO,25.7,3,45.3,LG,1.5,2,2,2,2,46.7,21.68,,,
162,2674,PIPO,16.7,10.1,59.4,LE,2,2,2,2,2,60.8,30.01,,,
162,2675,PIPO,46.8,47.1,38.9,LE,2,2,1.5,2,2,40,33.67,,,
162,2679,PIPO,9.5,6.2,40.6,LF,2,2,1,2,2,41.8,18.84,,,
162,2682,PIPO,48,48,38.9,LF,2,1,1,2,2,39.2,33.94,,,
162,2683,PIPO,48.9,43.7,43.2,LF,1.5,1,1.5,2,2,43.3,29.58,,,
162,2686,PIPO,38.3,42.2,38.8,LF,2,2,1,1,1,40,24.58,,,
162,2687,PIPO,38,39.7,37.3,LG,1.5,2,1.5,2,2,38.8,28.8,,,
162,2689,PIPO,25.8,14.3,63.5,LF,1,2,2,1,1.5,64.3,46.32,,,
162,2696,PIPO,7,14.6,37.6,LF,1,1,2,2,2,38.7,21.84,,,
162,3050,,,,,,,,,,,30.4,21.46,,,
164,234,PIPO,46.7,49.6,33.4,,,,,,,32.8,19.08,,,
164,591,PIPO,1.8,30.5,25.4,,,,,,,29,14.22,,,
164,592,PIPO,11,24.3,44.7,,,,,,,43.3,20.78,,,
164,596,ABCO,15.6,18.4,25.3,,,,,,,26.8,13.29,,,
164,597,PIFL,17.7,17.1,21.5,,,,,,,22.5,15.51,,,
164,600,PIPO,26.6,34.4,42.3,,,,,,,45.5,25.63,,,
164,601,PIPO,28.1,27.7,43.4,,,,,,,43.3,24.75,,,
164,602,PIPO,29.9,28.5,37.8,,,,,,,40.3,24.13,,,
164,604,PIPO,32.9,21.8,36.7,,,,,,,39,19.78,,,
164,606,PIPO,35.3,27.2,40.5,,,,,,,41.2,16.48,,,
164,607,PIPO,34.4,15.3,27.7,,,,,,,30.6,19.15,,,
164,608,PIPO,35,23.7,28.3,,,,,,,30.5,19.1,,,
164,609,PIPO,36.3,19.2,27.6,,,,,,,27.8,18.14,,,
164,610,PIPO,36.5,34.3,37.7,,,,,,,38.9,28.45,,,
164,614,PIPO,25.9,26.7,21.3,,,,,,,21.1,11.03,,,
164,616,PIPO,26.7,30.7,20.1,,,,,,,22.5,10.12,,,
164,617,PIPO,18,24,5.5,,,,,,,7.6,3.15,,,
164,618,PIPO,23,24,4.5,,,,,,,6.4,3.13,,,
164,620,PSME,9.8,40.6,32.5,,,,,,,35.6,17.85,,,
164,623,PIPO,18.6,49.3,39.8,,,,,,,42.9,22.54,,,
164,627,PIPO,18.6,40.5,51.6,,,,,,,51.1,20.96,,,
164,629,PIPO,25.7,36.4,32.5,,,,,,,33.2,21.84,,,
164,630,PIPO,34.3,42.1,41.6,,,,,,,32.6,24.87,,,
164,631,PIPO,37.7,40.7,45,,,,,,,44.9,26.28,,,
164,633,PIPO,43.4,41.4,49.8,,,,,,,50.7,19.85,,,
164,635,PIPO,45.9,0.5,46.5,,,,,,,46.4,24.3,,,
164,636,ABCO,34,2.3,71.4,,,,,,,73.3,33.27,,,
164,637,PSME,33.5,3,26.9,,,,,,,28,23.27,,,
164,640,PSME,18.7,11.9,39.5,,,,,,,38.4,21.83,,,
164,641,ABCO,19.1,7.2,44.8,,,,,,,46,14.88,,,
164,642,ABCO,16.3,11.7,29.5,,,,,,,29.4,20.79,,,
164,643,ABCO,16.1,13,29.4,,,,,,,31.2,18.41,,,
164,645,ABCO,14.9,12.5,25.9,,,,,,,26,15.68,,,
164,646,PSME,16.1,9.8,29,,,,,,,30.8,14.22,,,
164,647,ABCO,13.4,12.8,26,,,,,,,28,16.44,,,
164,648,ABCO,12.7,13.7,30,,,,,,,32.4,16.1,,,
164,650,PIPO,5.7,6.2,62.5,,,,,,,60.8,23.53,,,
164,651,PIPO,4.6,9.5,30,,,,,,,32,11.65,,,
164,652,PIPO,3.7,14.3,46.4,,,,,,,46.7,19.18,,,
164,2995,PIPO,38.5,50,57.6,,,,,,,57.8,23.8,,,
166,713,PIPO,21.9,22.2,38.7,LP,1,1,1,1,2,38.3,20.88,,,
166,717,PIPO,19,19.8,7.7,LP,1,1,1,0,1,,2.07,,,
166,721,PIPO,24.9,16.5,32.4,LF,1.5,1,1,1,2,32.5,18,,,
166,722,PIPO,28.4,20.7,57.5,LF,1.5,1.5,2,1,2,57.6,21.4,,,
166,723,PIPO,30.3,24.9,46.8,LE,2,2,1,2,2,49,24.22,,,
166,724,PIPO,32.6,24.5,40,LP,2,0.5,1,2,0,40.7,16.96,,,
166,725,PIPO,44.3,24.8,29.3,LP,2,1,1,0,0,31.2,10.53,,,
166,726,PIPO,38.2,27.1,38.4,LP,2,2,1,1,0,39.2,14.75,,,
166,728,PIPO,24.3,32,31,LF,2,1.5,2,1,2,47.4,22.91,,,
166,729,PIPO,23.4,27.6,26,LP,0,0,1,0.5,0,26.2,12.71,,,
166,733,PIPO,13.5,35.5,50.2,LG,2,2,1.5,0.5,2,49.7,17.24,,,
166,734,PIFL,13.8,25.6,19.8,LG,1.5,2,1,0,2,25.1,12.44,,,
166,735,PIPO,5,32.4,42.8,LP,1,0.5,2,1.5,2,41.6,17.38,,,
166,736,PIPO,2.6,30.6,42.8,LF,1,0.5,2,1.5,2,42.5,18.19,,,
166,737,PIPO,4.8,19.2,47.9,LG,2,2,2,1,1,49.2,17.83,,,
166,738,PIPO,4.8,22.5,27.4,LF,2,2,0.5,0,2,27.9,11.88,,,
166,739,PIPO,4,23,49.1,LG,2,2,1,1,2,49,16.89,,,
166,740,PIPO,43,41,26.8,LE,2,2,2,1,2,27.7,11.01,,,
166,741,PIPO,39,47.2,30.4,LP,2,1,0,1,0,31.2,8.71,,,
166,742,PIPO,39.7,48.9,33.9,LF,2,1,1,2,1,34,20.37,,,
166,743,PIPO,37.6,49.7,50.4,LF,1,1.5,2,1,2,50.9,21.6,,,
166,744,PIPO,38.1,47.4,39.6,LF,2,1,1,2,1,41.3,17.84,,,
166,745,PIPO,30.7,39.3,53.6,LG,2,2,1,1,2,55.1,22.48,,,
166,746,PIPO,16.7,45.4,52,LF,2,1,2,2,2,52.1,17.36,,,
166,747,PIPO,13.6,40.4,47.5,LG,1.5,2,1.5,2,1,47.8,18.69,,,
166,750,PIPO,0.9,50,34.3,LE,2,2,2,2,2,34.6,15.47,,,
166,758,PIPO,15.6,10.4,41.1,LF,2,1,2,1,2,41.2,22.2,,,
166,759,PIPO,1.7,11.2,29,LG,2,2,2,0,2,31.8,15.42,,,
166,760,PIPO,1.9,12.9,31.3,LP,1,1,1,2,0,31.8,11.22,,,
166,761,PIPO,8.4,11,36.4,LF,2,1,1.5,1,2,38.5,21.89,,,
166,762,PIPO,5.2,9.5,39.9,LG,2,1,2,2,2,40.1,19.57,,,
166,765,PIPO,13.2,2.2,41.4,LG,2,2,1,2,2,42.6,18.33,,,
166,766,PSME,14.6,3.5,67.7,LE,2,2,2,2,2,69.3,25.43,,,
166,767,PIPO,15.2,5.9,31.5,DSF,,,,,,,0,,,
166,769,PIPO,21.2,10.7,39.8,LF,1,1,2,1,2,40.2,18.71,,,
166,770,PIPO,21.7,8.8,40.4,LG,1.5,2,1,2,2,42,18.02,,,
166,771,PIPO,29.9,10.8,41.5,LP,1,1,2,1,1,41,15.54,,,
166,772,PIPO,28.7,0.4,62,LP,1,0,2,0,0,61.8,0.13,,,
166,773,PIFL,30.3,12.8,21.5,LG,1,2,2,2,2,23.8,12.95,,,
166,775,PIPO,38.3,0.3,33.4,LF,2,2,1.5,2,2,34.3,15.92,,,
166,776,PIPO,47,5.4,72.5,LE,2,2,2,2,2,71.6,29,,,
166,71t,,,,,LE,2,2,2,2,2,20,8.32,,,
